type_id,manufacturer,model,series
HPTR,Idea Aircraft Company,Idea Hydropteron,HPTR
HR20,Avions Robin,Robin HR-200 Acrobin,HR20
HT16,Hindustan Aeronautics Limited (HAL),Hindustan HJT-16 Kiran,HT16
HT2,Hindustan Aeronautics Limited (HAL),Hindustan HT-2,HT2
HT32,Hindustan Aeronautics Limited (HAL),Hindustan HPT-32 Deepak,HT32
HT34,Hindustan Aeronautics Limited (HAL),Hindustan HTT-34,HT34
HT36,Hindustan Aeronautics Limited (HAL),Hindustan HJT-36 Sitara,HT36
HU1,Shenyang Sailplane and Lightplane Factory,Shenyang Sailplane HU-1 Seagull,HU1
HU2,Shenyang Sailplane and Lightplane Factory,Shenyang Sailplane HU-2 Petrel,HU2
HUCO,Bell Helicopter,Bell AH-1 Cobra,HUCO
HUSK,Aviat Aircraft,Aviat A-1A/A-1B Husky / Husky P u p,HUSK
HX2,HeloWerks,Helowerks HX-2 Wasp,HX2
I115,Aeronautica Industrial SA,Aisa I-115,I115
I11B,Aeronautica Industrial SA,Aisa I-11,I11B
I22,Polskie Zaklady Lotnicze Sp z oo,PZL-Mielec I-22 Iryda,I22
I66,Dott.Ing.Orlando Iannotta,Iannotta I-66L San Francesco,I66
IA58,Fabrica Militar de Aviones (FMA),Fma IA-58 Pucará,IA58
IA63,Fabrica Militar de Aviones (FMA),FMA AT-63 Pampa,IA63
ION,Ion Aircraft,Ion Ion,ION
IR23,Intreprinderea de Constructii Aeronautice,IAR 823,IR23
IR25,Intreprinderea de Constructii Aeronautice,IAR-825TP Triumf,IR25
IR46,IAR (Industria Aeronautică Română),IAR-46 Katty,IR46
IR99,SC Avioane SA,IAR-99 Şoim,IR99
IS28,Intreprinderea de Constructii Aeronautice,ICA IS-28,IS28
ISAT,Aérojames SARL,Aerojames 01 Isatis,ISAT
J177,Aerodynos de Colombia SA,Aerodynos JA-177 Pingouin,J177
J2,Taylor Aircraft Company,Taylor J-2 Cub,J2
J3,"Piper Aircraft, Inc",Piper J-3 Cub,J3
J300,Aero Synergie SARL,Aero Synergie J300 Joker,J300
J4,"Piper Aircraft, Inc",Piper J-4 Cub Coupe,J4
J5,"Piper Aircraft, Inc",Piper J-5 Cub Cruiser,J5
JABI,Jabiru Aircraft,Jabiru LSA,JABI
JANU,Schempp-Hirth Flugzeugbau GmbH,Schempp-Hirth Janus,JANU
JAST,SOKO Air Mostar,SOKO J-21 Jastreb,JAST
JB15,Josef Oberlerchner Holzindustrie,Oberlerchner JOB-15,JB15
JC01,Coupé-Aviation,Coupe JC-01,JC01
JC02,Coupé-Aviation,Coupe JC-02,JC02
JFOX,Euroala Asia Sdn Bhd,Euro-ala Jet Fox,JFOX
JH7,Xi'an Aircraft Industrial Corporation,Xian JH-7,JH7
JL9,Guizhou Aircraft Industry Corporation,Guizhou JL-9 Shanying,JL9
JPM1,Avions Jean-Pierre Marie,Marie JPM 01 Médoc ,JPM1
JPRO,BAC (British Aircraft Corporation),BAC Jet Provost,JPRO
JSQA,Promavia SA,Promavia F-1300 Jet Squalus,JSQA
JUNR,AB Malmö Flygindustri,Malmo MFI-9 Junior,JUNR
K209,Fama Helicopters srl,FAMA K-209 KISS,K209
K50,Korea Aerospace Industries Ltd. (KAI),KAI T-50 Golden Eagle,K50
K8,Hongdu Aviation Industry Group,Hongdu JL-8,K8
KA52,Kamov,Kamov Ka-52 Alligator,KA52
KAK3,André Kieger,Kieger AK-3,KAK3
KELD,Dudley R.Kelly,Kelly D,KELD
KFIS,Anderson Aircraft Corporation,Anderson EA-1 Kingfisher,KFIS
KIS2,Tri-R Technologies Inc,Tri-R KIS TR-1,KIS2
KK60,Kari-Keen Aircraft Inc,Kari-Keen 60 Coupe,KK60
KL07,Klemm Leichtflugzeugbau GmbH,Klemm Kl-107,KL07
KL25,Klemm Leichtflugzeugbau GmbH,Klemm Kl-25,KL25
KL35,Klemm Leichtflugzeugbau GmbH,Klemm Kl-35,KL35
KLBR,New Kolb Aircraft Company,Kolb King Kolbra,KLBR
KM2,Fuji Heavy Industries,Fuji KM-2,KM2
KP2,Kappa 77 AS,Kappa 77 KP-2U Sova,KP2
KP5,Jihlavan Airplanes sro,Jihlavan KP-5 Rapid 500,KP5
KR21,Kreider-Reisner Aircraft Company Inc,Kreider-Reisner KR-21 Challenger (C-6),KR21
KR30,PPHU Ekolot Malgorzata Slowik,Ekolot KR-030 Topaz,KR30
KR31,Kreider-Reisner Aircraft Company Inc,Kreider-Reisner KR-31 Challenger (C-2),KR31
KR34,Kreider-Reisner Aircraft Company Inc,Kreider-Reisner KR-34 Challenger (C-4),KR34
KT1,Korea Aerospace Industries Ltd. (KAI),KAI KT-1 Woongbi,KT1
KTOO,Norman Aviation International (Nordic),Norman J-6 Karatoo,KTOO
KZ2,Skandinavisk Aero Industri AS,SAI KZ-2 Traener,KZ2
KZ3,Skandinavisk Aero Industri AS,SAI KZ-3,KZ3
L13M,Let Kunovice,Let L-13 Blanik (single-engine conversions),L13M
L13S,Aerotechnik CZ sro,Aerotechnik L-13S Vivat,L13S
L15,Hongdu Aviation Industry Group,Hongdu L-15,L15
L159,Aero Vodochody,Aero L-159 Alca,L159
L29,Aero Vodochody,Aero L-29 Delfin,L29
L380,François Lederlin,Lederlin 380 Ladybug,L380
L39,Aero Vodochody,Aero L-39 Albatros,L39
L5,Stinson Aircraft Corporation,Stinson L-5 Sentinel,L5
L59,Aero Vodochody,Aero L-59 Super Albatros,L59
L70,Valmet Aviation Industries,Valmet L-70 Miltrainer Vinka,L70
L8,Luscombe Aircraft,Luscombe 8,L8
L90,Aermacchi,Aermacchi M-290TP RediGO,L90
LAST,UTVA Fabrika Aviona,Utva Lasta,LAST
LEG2,Lancair International Inc,Lancair Legacy,LEG2
LEGD,Performance Aircraft Inc,Performance Legend,LEGD
LGEZ,Rutan Aircraft Factory Inc,Rutan 61 Long-EZ,LGEZ
LH10,LH Aviation SARL,Lh Aviation LH-10 Ellipse,LH10
LM5,Aeronautica Lombardi,Lombardi LM.5 Aviastar,LM5
LM5X,Light Miniature Aircraft Inc,Light Miniature LM-5 Super Cub,LM5X
LN27,Falcomposite Ltd,Falcomposite LN-27 Furio,LN27
LN3,Svenska Flygfabriken AB,Flygfabriken LN-3 Seagull,LN3
LNC2,Lancair International Inc,Lancair 200,LNC2
LOCA,Aerolab Srl,Aerolab LoCamp,LOCA
LP1,LoPresti Inc,LoPresti LP-1 Fury,LP1
LS2,Hellenic Aeronautical Technologies,Hat LS-2,LS2
LSTR,Custom Flight Components,Custom Flight Lite Star,LSTR
LUL5,Emile Lucas,Lucas L-5,LUL5
LUL6,Emile Lucas,Lucas L6,LUL6
LW20,Howard Hughes Engineering,Hughes Australian Lightwing Speed SP-2000,LW20
LWIN,Howard Hughes Engineering,Hughes Australian Lightwing Sport 2000,LWIN
LX32,ZAO Aviatsionny Firma Lilienthal,Lilienthal X-32 Bekas,LX32
LYSA,Westland Aircraft,Westland Lysander,LYSA
M10,Mooney Airplane Company,Mooney M-10 Cadet,M10
M106,Lambert Aircraft Engineering,Lambert Mission 106,M106
M108,Lambert Aircraft Engineering,Lambert Mission 108,M108
M110,Monocoupe Corporation,Monocoupe 110 Special,M110
M2,Kubícek Aircraft sro,Kubícek M-2 Scout,M2
M24,Polskie Zaklady Lotnicze Sp z oo,PZL-Mielec M-24 Dromader Super,M24
M26,Polskie Zaklady Lotnicze Sp z oo,PZL-Mielec M-26 Iskierka,M26
M2HK,Miles Aircraft Ltd,Miles M.2 Hawk Major,M2HK
M308,Aeronautica Macchi SpA,Macchi MB-308,M308
M326,Aeronautica Macchi SpA,Macchi MB-326,M326
M339,Alenia Aermacchi SpA,Aermacchi MB-339,M339
M346,Alenia Aermacchi SpA,Alenia Aermacchi M-346 Master,M346
MA5,Ed Marquart,Marquart MA-5 Charger,MA5
MAGC,Ibis Aircraft SA,Ibis GS-700 Magic,MAGC
MAGI,Miles Aircraft Ltd,Miles M.14 Magister,MAGI
MAGN,Avid Aircraft Inc,Avid Aircraft Magnum,MAGN
MAJR,Luton Aircraft Ltd,Luton LA-5 Major,MAJR
MAMB,Melbourne Aircraft Corporation Pty Ltd,MAC Mamba,MAMB
MAME,Blue Yonder Aviation,Blue Yonder Merlin,MAME
MC45,Meyers Aircraft Company,Meyers MAC-145,MC45
MC90,Monocoupe Corporation,Monocoupe 90,MC90
MCOY,Montana Coyote Inc,Montana Coyote,MCOY
MCR1,Société Dyn'Aero,Dyn'Aero MCR01,MCR1
MCRR,Société Dyn'Aero,Dyn'Aero MCR-R180,MCRR
MCUL,Jim Kimball Enterprises Inc,Kimball McCullocoupe,MCUL
MD3,SME Aviation Sdn Bhd,SME MD-3 Aero Tiga,MD3
MD3R,Gryf Aircraft spol sro,Gryf MD-3 Rider,MD3R
MF17,Saab AB,Saab MFI-15 Safari,MF17
MG31,Russian Aircraft Corporation MiG (RSK MiG),Mikoyan MiG-31,MG31
MGAT,Russian Aircraft Corporation MiG (RSK MiG),Mikoyan MiG-AT,MGAT
MH46,AeroSette sro,Aerosette MH-46 Eclipse,MH46
MI28,Mil Moscow Helicopter Plant,Mil Mi-28,MI28
MICO,Microturbo SA,Microturbo Microjet 200,MICO
MIDR,Aéro Club du Bas Armagnac,ACBA Midour,MIDR
MJ5,Marcel Jurca,Jurca MJ-5 Sirocco,MJ5
MJ53,Marcel Jurca,Jurca MJ-53 Autan,MJ53
MJ55,Marcel Jurca,Jurca MJ-55 Biso,MJ55
MJ77,Marcel Jurca,Jurca MJ-77 Gnatsum,MJ77
MM16,Magni Gyro di Vittorio Magni,Magni M-16 Tandem Trainer,MM16
MM22,Magni Gyro di Vittorio Magni,Magni M-22 Voyager,MM22
MM24,Magni Gyro di Vittorio Magni,Magni M-24 Orion,MM24
MNEX,Norman Aviation International (Nordic),Nordic 8 Mini Explorer,MNEX
MOGO,Kinetic Aviation Inc,Kinetic Mountain Goat,MOGO
MONA,Miles Aircraft Ltd,Miles M.17 Monarch,MONA
MOR2,Varga Aircraft Corporation,Varga 2150 Kachina,MOR2
MOSQ,de Havilland Aircraft Company ,de Havilland DH.98 Mosquito,MOSQ
MOTO,Humbert Aviation,Humbert La Moto Du Ciel,MOTO
MP02,Aero-Kros Sp z oo,Aero-Kros MP-02 Czajka,MP02
MRMD,Czech Sport Aircraft,CZAW Mermaid,MRMD
MRTN,Mirage Aircraft Inc,Mirage Marathon,MRTN
MS1,MySky Aircraft Inc,MySky MS One,MS1
MS23,Aéroplanes Morane-Saulnier,Morane-Saulnier MS.230,MS23
MS31,Aéroplanes Morane-Saulnier,Morane-Saulnier MS.315,MS31
MS73,Aéroplanes Morane-Saulnier,Morane-Saulnier MS.733 Alcyon,MS73
MSQ2,Backcountry Super Cubs LLC,Backcountry Super Cubs Mackey SQ-2,MSQ2
MT,AutoGyro GmbH,AutoGyro MT-03,MT
MT2,Mitsubishi Heavy Industries,Mitsubishi T-2,MT2
MU23,Akademische Fliegergruppe München eV,Akaflieg München Mü-23 Saurier,MU23
MUS2,Mustang Aeronautics Inc,Mustang M-2 Mustang 2,MUS2
MVRK,Phoenix Aircraft Ek,Phoenix Maverick,MVRK
MX1T,Aeroandina SA,Aeroandina MXP-1000 Tayrona,MX1T
MX2,MXR Technologies Inc,MX Aircraft MX2,MX2
MY12,Mylius Flugzeugwerk GmbH & Co KG,Mylius MY-102 Tornado,MY12
MY13,Mylius Flugzeugwerk GmbH & Co KG,Mylius MY-103 Mistral,MY13
N120,Nord Aviation,Nord 1200 Norecrin,N120
N320,Nord Aviation,Nord 3202,N320
N340,Nord Aviation,Nord 3400,N340
N3N,Naval Aircraft Factory,Naval Aircraft Factory N3N,N3N
N5,Hongdu Aviation Industry Group,Hongdu N-5,N5
NC85,Nord Aviation,Nord NC-854,NC85
ND1T,NDN Aircraft Ltd,NDN-1T Turbo Firecracker,ND1T
NDAC,Aviation Normand Dubé Inc,Normand Dube Aerocruiser,NDAC
NDIC,Norman Aviation International (Nordic),Norman Nordic family,NDIC
NG4,Roko Aero AS,Roko Aero NG-4 Prodigy IV,NG4
NG5,BRM Aero sro,BRM Aero NG-5 Bristell,NG5
NNJA,Best Off,Best Off Nynja,NNJA
NSTR,Custom Flight Components,Custom Flight North Star,NSTR
O1,Cessna Aircraft Company,Cessna O-1 Bird Dog,O1
O3,Lockheed Corporation,Lockheed YO-3,O3
OH1,Kawasaki Heavy Industries Aerospace Company,Kawasaki OH-1,OH1
OUDE,Olympic Ultralights LLC,Olympic Ultralights Desert Eagle,OUDE
OZZI,Buchanan Aircraft Corporation Ltd,Buchanan BAC-204 Ozzie Mozzie,OZZI
P100,Avions Pottier,Pottier P-100,P100
P148,Piaggio Aero Industries,Piaggio P-148,P148
P18T,Smith Aviation,Smith Aviation PA-18T Super Cub,P18T
P19,Aviamilano Costruzione Aeronautiche,Aviamilano P-19 Scricciolo,P19
P208,Costruzioni Aeronautiche Tecnam,Tecnam P2008,P208
P220,Avions Pottier,Pottier P-220 Koala,P220
P61,Northrop Corporation,Northrop P-61 Black Widow,P61
P66P,Piaggio Aero Industries,Piaggio P.166,P66P
P66T,Piaggio Aero Industries,Piaggio P-166DL3,P66T
P82,North American Aviation,North American P-82 Twin Mustang,P82
PA11,"Piper Aircraft, Inc",Piper PA-11 Cub Special,PA11
PA15,"Piper Aircraft, Inc",Piper PA-15 / PA-17 Vagabond,PA15
PA17,"Piper Aircraft, Inc",Piper PA-17 Vagabond,PA17
PA18,"Piper Aircraft, Inc",Piper PA-18 Super Cub,PA18
PA38,"Piper Aircraft, Inc",Piper PA-38 Tomahawk,PA38
PAGO,Aero Synergie SARL,Aero Synergie Papango,PAGO
PAR1,Paradise Indústria Aeronáutica Ltda,Paradise PA-1 / PA-2,PAR1
PARL,Bernard H.Pietenpol,Pietenpol Aerial,PARL
PAUL,Companhia Aeronáutica Paulista,CAP-4 Paulistinha,PAUL
PC21,Pilatus Aircraft Ltd,Pilatus PC-21,PC21
PC7,Pilatus Aircraft Ltd,Pilatus PC-7 Turbo Trainer,PC7
PC9,Pilatus Aircraft Ltd,Pilatus PC-9 Hudournik,PC9
PEGZ,Tanapee Aviation Inc,Tapanee Pegazair-100,PEGZ
PETR,Amphibian Airplanes of Canada (AAC),AAC SeaStar,PETR
PGK1,Western Aircraft Supplies,Western PGK-1 Hirondelle,PGK1
PHIL,VTOL Aircraft Pty Ltd,Vtol Aircraft Phillicopter,PHIL
PHIX,Phenix Aviation SL,Phenix Aviation Phenix,PHIX
PIAE,Pipistrel d.o.o.,Pipistrel Alpha Electro,PIAE
PIAT,Pipistrel d.o.o.,Pipistrel Alpha Trainer,PIAT
PILL,Empresa Nacional de Aeronáutica,Enaer T-35D Pillán,PILL
PINO,General Avia Costruzioni Aeronautiche SRL,General Avia F-22 Pinguino,PINO
PITA,Pipistrel d.o.o.,Pipistrel Taurus,PITA
PITE,Pipistrel d.o.o.,Pipistrel Taurus Electro,PITE
PIVI,Pipistrel d.o.o.,Pipistrel Virus ,PIVI
PK15,Polyteknikkojen Ilmailukerho,PIK-15 Hinu,PK15
PK19,Polyteknikkojen Ilmailukerho,PIK-19 Muhinu,PK19
PK23,Polyteknikkojen Ilmailukerho,PIK-23 Towmaster,PK23
PL1,Pazmany Aircraft Corporation,Pazmany PL-1 Laminar,PL1
PL2,Pazmany Aircraft Corporation,Pazmany PL-2,PL2
PL9,Pazmany Aircraft Corporation,Pazmany PL-9 Stork,PL9
PLUS,Taylorcraft Aeroplanes (England) Ltd,Taylorcraft Plus C,PLUS
PNR2,Alpi Aviation Srl,Alpi Pioneer 200,PNR2
PNR3,Alpi Aviation Srl,Alpi Pioneer 300,PNR3
PNR4,Alpi Aviation Srl,Alpi Pioneer 400,PNR4
PO2,Polikarpov,Polikarpov Po-2,PO2
PO60,Aéroplanes Henry Potez,Potez 60 Sauterelle,PO60
POLI,Joseph P.Alvarez,Alvarez Polliwagen,POLI
PP2,Pilatus Aircraft Ltd,Pilatus P-2,PP2
PP3,Pilatus Aircraft Ltd,Pilatus P-3,PP3
PPRO,Percival Aircraft Ltd,Percival P-56 Provost,PPRO
PRET,GM&T International 2000 SA,GM&T Pretty Flight,PRET
PROT,Czech Sport Aircraft,CZAW Parrot,PROT
PROW,Prowler Aviation Inc,Prowler Jaguar,PROW
PRTS,Scaled Composites,Scaled 281 Proteus,PRTS
PT22,Ryan Aeronautical Company,Ryan PT-22 Recruit,PT22
PT70,Avions Pottier,Pottier P-170,PT70
PT80,Avions Pottier,Pottier P-180,PT80
PTRL,Nash Aircraft Ltd,Nash Petrel,PTRL
PTS1,Pitts Aerobatics,Pitts S-1 Special,PTS1
PTS2,Pitts Aerobatics,Pitts S-2 Special,PTS2
PTSS,Pitts Aerobatics,Pitts S-1-11 Super Stinker,PTSS
PULS,Aero Designs Inc,Aero Designs Pulsar,PULS
PZ02,PZL (Panstwowe Zaklady Lotnicze Warszawa-Okecie),PZL-102 Kos,PZ02
PZ06,PZL (Panstwowe Zaklady Lotnicze Warszawa-Okecie),PZL-106A Kruk,PZ06
PZ12,PZL (Panstwowe Zaklady Lotnicze Warszawa-Okecie),PZL-112 Koliber Junior,PZ12
PZ3T,PZL (Panstwowe Zaklady Lotnicze Warszawa-Okecie),PZL-130 Orlik,PZ3T
PZ6T,PZL (Panstwowe Zaklady Lotnicze Warszawa-Okecie),PZL-106AT Turbo Kruk,PZ6T
QALT,FMP sro,FMP Qualt,QALT
QIC2,Quickie Aircraft Corporation,Quickie Q2,QIC2
QUAS,Aeroálcool Tecnologia Ltda,Aeroalcool Quasar,QUAS
R185,Johnson Aircraft Inc,Johnson Rocket 185,R185
R200,Alpha Aviation,Alpha 120T/160A/160Ai,R200
R300,Avions Robin,Robin R-3000,R300
R4,Sikorsky Aircraft Corporation,Sikorsky R-4 Hoverfly,R4
RA14,Etablissements Aeronautiques R. Adam,Adam RA-14 Loisirs,RA14
RAF2,Rotary Air Force Inc,Rotary Air Force RAF-2000,RAF2
RENE,Murphy Aircraft Manufacturing,Murphy Renegade,RENE
RF10,Avions Fournier SA,Fournier RF-10,RF10
RF47,Avions Fournier SA,Fournier RF-47,RF47
RF5,Avions Fournier SA,Fournier RF-5,RF5
RF6,Slingsby Aviation,Slingsby T.67 Firefly,RF6
RF9,Avions Fournier SA,Fournier RF-9,RF9
RGNT,Industria Aeronáutica Neiva SA,Neiva C-42 Regente,RGNT
RJ03,Roger Junqua,Junqua RJ-03 Ibis,RJ03
RS12,Rans Inc,Rans S-12 Airaile,RS12
RV12,Van's Aircraft Inc,Van's RV-12,RV12
RV14,Van's Aircraft Inc,Van's RV-14,RV14
RV4,Van's Aircraft Inc,Van's RV-4,RV4
RV4T,Van's Aircraft Inc,Van's RV-4T,RV4T
RV6,Van's Aircraft Inc,Van's RV-6,RV6
RV7,Van's Aircraft Inc,Van's RV-7,RV7
RV8,Van's Aircraft Inc,Van's RV-8,RV8
RV9,Van's Aircraft Inc,Van's RV-9,RV9
RVAL,Denel Aviation,Denel AH-2 Rooivalk,RVAL
RW19,RagWing Aircraft Designs,Ragwing RW-19 Stork,RW19
RW20,RagWing Aircraft Designs,Ragwing RW-20 Stork Side by Side,RW20
RW22,RagWing Aircraft Designs,Ragwing RW-22 Tiger Moth,RW22
RW26,RagWing Aircraft Designs,Ragwing RW-26 Special 2,RW26
RW3,Rhein-West-Flug Fischer und Companie,Rhein-West-Flug RW-3 Multoplane,RW3
RYST,Ryan Aeronautical Company,Ryan ST-A,RYST
S1,Arctic Aircraft Company,Arctic S-1 Arctic Tern,S1
S107,George G.Spratt,Spratt Model 107,S107
S11,Fokker,Fokker S-11 Instructor,S11
S200,Société Industrielle pour l'Aéronautique,Sipa S-200 Minijet,S200
S211,SIAI-Marchetti,SIAI-Marchetti S-211,S211
S223,Messerschmitt-Bölkow-Blohm (MBB),MBB 223 Flamingo,S223
S45,Partenair Design Inc,Partenair S-45 Mystere,S45
S450,Aero-East-Europe doo,Aero-East-Europe SILA-450,S450
S51D,Stewart Aircraft Corporation,Stewart S-51D Mustang,S51D
S6,Stemme Gmbh & Co KG,Stemme S-6,S6
S900,Société Industrielle pour l'Aéronautique,Sipa S-90,S900
SA02,K & S Aircraft,K & S SA-102.5 Cavalier,SA02
SA03,K & S Aircraft,K & S SA-103 Cavalier,SA03
SA04,K & S Aircraft,K & S SA-104 Cavalier,SA04
SA05,K & S Aircraft,K & S SA-105 Super Cavalier,SA05
SA2,ICP Srl,ICP SA-2 Vimana,SA2
SA30,Louis A.Stolp,Stolp SA-300 Starduster Too,SA30
SA37,Schweizer Aircraft Corporation,Schweizer SA-2-37 Condor,SA37
SA38,Schweizer Aircraft Corporation,Schweizer SA-2-38A Twin Condor,SA38
SA6,Stits Aircraft,Stits SA-6 Flut-R-Bug,SA6
SA7,Stits Aircraft,Stits SA-7 Sky-Coupe,SA7
SA75,Louis A.Stolp,Stolp SA-750 Acroduster Too,SA75
SA8T,Schweizer Aircraft Corporation,Schweizer SA-2-38B Twin Condor,SA8T
SAB2,Arnet Pereyra Aero Design,Arnet Pereyra Sabre 2,SAB2
SAFF,Barry Halsted,Halsted BH-1 Saffire,SAFF
SAH1,FLS Aerospace Lovaux Ltd,FLS Sprint,SAH1
SAKO,Rans Inc,Rans S-10 Sakota,SAKO
SAM,Sam Aircraft Inc,Sam Aircraft Sam,SAM
SAPH,Piel Aviation SA,Piel CP-1320 Saphir,SAPH
SASH,Shark Aircraft AS,Shark.Aero Shark,SASH
SASP,Supermarine Aircraft PL,Supermarine Aircraft Spitfire Mk25,SASP
SATA,Construcciones Aeronáuticas SA (CASA),CASA HA-220 Super Saeta,SATA
SAVA,Sadler Aircraft Corporation,Sadler Vampire,SAVA
SAVG,Zlin Aviation sro,Zlin Aviation Savage,SAVG
SB05,Saab AB,Saab 105,SB05
SB32,Saab AB,Saab 32 Lansen,SB32
SB7,Seabird Aviation Australia Pty Ltd,Seabird SB-7 Seeker,SB7
SBD,Douglas Aircraft Company,Douglas SBD Dauntless,SBD
SBLS,SlipStream Industries Inc,Slipstream SkyBlaster,SBLS
SBOY,Interplane spol sro,Interplane Skyboy,SBOY
SC01,Gyroflug Ingenieursgesellschaft mbH,Gyroflug SC-01 Speed Canard,SC01
SCII,Sport Copter Inc,Sport Copter SportCopter 2,SCII
SCOR,Rotorway Aircraft Inc,Rotorway Scorpion,SCOR
SCRO,Akademische Fliegergruppe München eV,Akaflieg Munchen Mü-30 Schlacro,SCRO
SCUB,Aero Kuhlmann,Aero Kuhlmann Scub,SCUB
SD26,SkyDancer Aviation,Skydancer SD-260,SD26
SD4,Tomark sro,Tomark SD-4 Viper,SD4
SERA,Servoplant SRL,Servoplant Aerocraft,SERA
SEST,SeaStar Aircraft Inc,SeaStar SeaStar,SEST
SF2,Viking Aircraft Ltd,Viking SF-2 Cygnet,SF2
SF23,Scheibe Aircraft GmbH,Scheibe SF-23 Sperling,SF23
SF25,Scheibe Aircraft GmbH,Scheibe SF-25 Falke,SF25
SF28,Scheibe Aircraft GmbH,Scheibe SF-28 Tandem-Falke,SF28
SF36,Scheibe Aircraft GmbH,Scheibe SF-36,SF36
SG37,Schweizer Aircraft Corporation,Schweizer SGM-2-37,SG37
SGRA,SG Aviation,Sg Aviation Rally,SGRA
SHEK,Rans Inc,Rans S-16 Shekari,SHEK
SHOR,Higher Class Aviation,Higher Class Super Hornet,SHOR
SHRK,Shark.Aero sro,Shark.Aero Shark,SHRK
SIDE,Jerry Smyth,Smyth S Sidewinder,SIDE
SIGM,Ehlitar OOO,Elitar Sigma,SIGM
SIRA,Costruzioni Aeronautiche Tecnam,Tecnam P2002 Sierra,SIRA
SK10,Skyeton Aircraft Industrial Company,Skyeton K-10 Swift,SK10
SKIF,Aerolites Inc,Aerolites AeroSkiff,SKIF
SKRA,Best Off,Best Off Sky Ranger,SKRA
SKYR,Commonwealth Aircraft Corporation Inc,Commonwealth 185 Skyranger,SKYR
SLG2,The Airplane Factory,The Airplane Factory Sling 2,SLG2
SM19,SIAI-Marchetti,SIAI-Marchetti SM-1019,SM19
SMAX,AirMax Construçőes Aeronáuticas Ltda,Airmax M-22 SeaMax,SMAX
SNGY,Corporación de la Industria Aeronáutica de Colombia SA,CIAC T-90 Calima,SNGY
SNS7,Sorrell Aviation,Sorrell SNS-7 Hiperbipe,SNS7
SONX,Sonex Ltd,Sonex Sonex,SONX
SORA,Advanced Composites Solutions,ACS-100 Sora,SORA
SPDR,Rearwin Aircraft & Engines Inc,Rearwin 6000 Speedster,SPDR
SPGY,Aircraft Designs Inc,ADI Sportster Gyro,SPGY
SPHA,American Autogyro Inc (AAI),American Autogyro SparrowHawk,SPHA
SPOR,Amax Engineering,Amax Sport 1700,SPOR
SPR2,Carlson Aircraft Inc,Carlson Sparrow 2,SPR2
SPRT,Practavia Ltd,Practavia Sprite,SPRT
SPST,Rearwin Aircraft & Engines Inc,Rearwin 7000 Sportster,SPST
SQES,SlipStream Industries Inc,Slipstream SkyQuest,SQES
SR01,Eurodisplay sro,Eurodisplay SR-01 Magic,SR01
SR71,Lockheed Corporation,Lockheed SR-71 Blackbird,SR71
SRAS,Nicholas E.D'Apuzzo,D'Apuzzo D-260 Senior Aero Sport,SRAS
SREY,Progressive Aerodyne Inc,Progressive Aerodyne SeaRey,SREY
SSTM,SG Aviation,SG Aviation Sea Storm,SSTM
ST1,Speedtwin Developments Ltd,Speedtwin E2E Comet 1,ST1
ST75,Stearman Aircraft Corporation,Boeing-Stearman Model 75,ST75
STCH,Fly Synthesis Srl,Fly Synthesis Storch,STCH
STIL,Terzi Aerodine,Terzi T-9 Stiletto,STIL
STRK,Britisch Aerospace (BAe),British Aerospace BAC-167 Strikemaster,STRK
STRM,StormAircraft Srl,Stormaircraft Storm 320E,STRM
STST,Cook Flying Machines (CFM),CFM Star Streak,STST
SU24,Sukhoi Company (JSC),Sukhoi Su-24,SU24
SU29,Sukhoi Company (JSC),Sukhoi Su-29,SU29
SUCO,Bell Helicopter,Bell AH-1 SuperCobra,SUCO
SUNB,Verilite Aircraft Company Inc,Verilite 100 Sunbird,SUNB
SUSO,VSTOL Aircraft Corporation,V-STOL SS-2000 Super Solution,SUSO
SV4,Stampe et Vertongen,Stampe-Vertongen SV.4,SV4
SVNH,ICP Srl,ICP MXP-740 Savannah,SVNH
SWAT,Bharat Heavy Electricals Ltd,Bharat LT-1 Swati,SWAT
SWIN,S-Wing VSLZ sro,S-Wing Swing 06,SWIN
SX30,Swearingen Aircraft,Swearingen SX-300,SX30
SYMP,Symphony Aircraft Industries,Symphony SA-160,SYMP
SYNC,Fly Synthesis Srl,Fly Synthesis Syncro,SYNC
SZ45,SZD (Szybowcowy Zakład Doświadczalny),SZD-45 Ogar,SZ45
SZ9M,SZD (Szybowcowy Zakład Doświadczalny),SZD-9 Bocian,SZ9M
T1,Fuji Heavy Industries,Fuji T-1,T1
T10,TMM-Avia Division / TMM Ltd,TMM-Avia T-10 Avia-Tor,T10
T18,Thorp Aircraft,Thorp T-18 Tiger,T18
T2,North American Aviation,North American T-2 Buckeye,T2
T211,Thorp Aircraft,Thorp T-211,T211
T28,North American Aviation,North American T-28 Trojan,T28
T33,Lockheed Corporation,Lockheed T-33 Shooting Star,T33
T34P,Beech Aircraft,Beechcraft T-34 Mentor,T34P
T34T,Beech Aircraft,Beech T-34C Turbo Mentor,T34T
T35,Temco Aircraft Corporation,Temco T-35 Buckaroo,T35
T37,Cessna Aircraft Company,Cessna T-37 Tweet,T37
T38,Northrop Corporation,Northrop T-38 Talon,T38
T4,Kawasaki Heavy Industries Aerospace Company,Kawasaki T-4,T4
T5,Fuji Heavy Industries,Fuji T-5,T5
T51,Titan Aircraft Company,Titan T-51 Mustang,T51
T6,North American Aviation,North American T-6 Texan,T6
T7,Fuji Heavy Industries,Fuji T-7,T7
